%
%
%2022-07-06 09:04:50.131079%
indice ambiente colector torre
73 22.09 35.63 54.01
74 22.41 36.6 54.33
75 22.73 36.27 53.68
76 22.41 36.92 54.01
77 22.41 35.95 51.43
78 22.41 36.27 49.81
79 22.41 35.63 48.2
80 22.41 35.63 47.88
81 22.09 34.66 45.3
82 22.09 33.37 44.33
83 22.09 33.05 41.75
84 21.76 31.76 40.14
85 21.76 31.44 38.53
86 21.76 30.15 37.88
87 21.76 29.18 36.6
88 21.44 29.18 34.98
89 21.44 28.21 34.02
90 21.44 27.89 32.73
91 20.47 28.21 30.47
92 21.12 26.92 30.47
93 20.8 26.6 30.15
94 20.8 26.28 30.47
95 20.8 26.6 30.47
96 21.12 28.53 34.34
97 21.76 30.15 38.85
98 21.44 32.73 44.01
99 21.76 33.37 43.37
100 21.44 32.73 41.75
101 22.09 32.08 39.82
102 21.76 31.11 36.27
103 22.09 29.82 35.31
104 21.76 27.89 33.05
105 21.76 29.18 34.98
106 21.76 29.18 35.63
107 21.76 30.15 36.27
108 21.76 28.86 35.63
109 21.76 29.5 33.69
110 21.76 28.86 33.37
111 21.44 28.53 32.73
112 21.44 27.89 32.08
113 21.44 27.57 31.11
114 21.76 28.53 32.4
115 21.76 27.57 34.02
116 21.76 28.21 32.73
117 21.76 28.86 34.66
118 21.76 30.15 37.56
119 22.09 30.47 38.85
120 21.76 31.11 37.56
121 21.76 30.15 36.27
122 21.76 29.82 34.98
123 22.09 30.79 36.27
124 22.41 31.44 41.11
125 22.41 32.73 43.04
126 22.41 33.05 42.4
127 22.09 32.4 40.46
128 22.09 31.44 37.88
129 22.09 30.79 35.95
130 22.41 30.15 35.95
131 22.41 30.15 34.98
132 22.41 29.5 33.69
133 22.41 29.18 32.73
134 22.09 28.53 31.76
135 22.09 27.89 32.4
136 21.76 27.89 30.79
137 22.09 28.21 32.08
138 22.09 29.18 35.31
139 22.09 29.5 36.27
140 22.73 31.11 35.63
141 22.41 30.15 35.63
142 22.41 30.15 35.63
143 22.41 29.82 33.69
144 22.41 29.18 33.69
145 22.41 29.18 32.08
146 22.73 29.18 33.05
147 22.41 27.89 32.73
148 22.73 29.5 31.76
149 22.73 28.53 32.08
150 23.05 28.53 32.08
151 22.73 29.18 32.08
152 22.73 28.53 32.08
153 22.73 28.53 32.4
154 22.73 28.53 31.44
155 22.73 28.86 30.79
156 22.73 28.21 32.73
157 23.05 29.5 34.34
158 23.05 29.82 34.02
159 23.05 29.18 33.37
160 23.05 29.18 33.05
161 23.05 29.82 32.4
162 23.05 29.18 32.08
163 23.05 28.21 32.08
164 23.38 28.53 32.08
165 23.7 29.5 33.37
166 23.7 31.44 36.92
167 24.34 33.69 39.82
168 24.99 35.63 41.75
169 24.99 37.24 27.89
170 24.67 38.85 18.86
171 24.99 40.46 9.83
172 24.99 40.79 14.67
173 24.99 40.79 18.54
174 24.99 39.5 17.89
175 24.99 37.24 20.47
176 25.31 36.27 21.76
177 24.99 35.31 15.96
178 24.99 33.69 15.64
179 24.99 34.02 9.83
180 25.31 34.98 15.64
181 25.31 35.95 16.6
182 25.31 36.92 13.06
183 25.31 36.27 16.28
184 24.99 35.31 18.54
185 24.99 34.34 14.99
186 24.67 33.37 18.22
187 24.67 32.4 14.35
188 24.67 32.08 9.19
189 24.34 31.44 15.32
190 24.02 30.79 10.8
191 24.02 30.47 7.58
192 24.02 29.5 16.6
193 24.02 29.5 7.58
194 24.02 29.5 14.03
195 24.02 29.18 11.45
196 24.02 28.86 5.0
197 24.02 28.86 13.38
198 24.02 29.5 21.12
199 24.02 30.47 12.41
200 24.02 29.82 9.51
201 23.7 30.15 17.57
202 24.34 30.79 14.35
203 24.34 31.76 19.18
204 24.99 34.02 13.38
205 25.31 35.63 10.8
206 25.63 37.24 15.64
207 25.96 38.53 15.64
208 26.28 39.82 14.03
209 26.28 39.82 15.32
210 25.96 40.14 22.73
211 25.96 39.82 10.16
212 26.28 39.5 10.8
213 26.28 38.85 15.96
214 26.28 38.21 16.6
215 26.28 37.24 23.38
216 26.28 36.92 16.6
217 25.96 35.95 13.06
218 25.96 34.66 13.7
219 25.31 33.37 20.8
220 25.31 32.73 12.41
221 24.99 31.11 12.41
222 25.31 31.76 6.29
223 25.31 30.79 15.64
224 25.63 31.44 7.9
225 25.31 30.79 11.45
226 24.99 31.11 14.03
227 24.99 30.15 19.83
228 24.67 29.82 7.58
229 24.67 29.5 14.35
230 24.67 29.18 15.32
231 24.99 29.18 22.41
232 24.99 28.86 14.99
233 24.99 28.86 10.8
234 24.99 28.86 5.0
235 24.99 28.86 11.77
236 24.99 29.18 6.29
237 24.67 28.86 14.03
238 24.99 28.53 20.47
239 24.67 28.53 19.51
240 24.67 28.53 6.29
241 24.99 28.21 12.09
242 24.67 28.53 10.48
243 24.67 27.89 16.28
244 24.67 28.86 19.83
245 24.99 28.21 11.45
246 24.67 28.53 14.03
247 24.67 28.53 21.76
248 24.99 28.21 20.15
249 24.99 29.18 6.61
250 24.99 29.5 7.25
251 24.99 29.18 8.87
252 24.99 29.18 13.38
253 24.99 27.89 19.18
254 24.99 29.82 15.32
255 24.99 28.53 8.22
256 24.67 28.86 13.38
257 24.67 28.21 10.16
258 24.67 28.86 18.54
259 24.67 28.86 10.16
260 24.67 28.86 13.7
261 24.67 28.86 19.18
262 24.99 28.53 7.58
263 24.67 28.53 7.25
264 24.99 28.53 8.87
265 25.31 28.86 12.09
266 25.31 28.86 12.41
267 25.31 29.5 15.64
268 25.63 29.82 14.67
269 25.63 29.82 14.35
270 25.96 30.15 6.61
271 25.96 30.47 8.87
272 26.28 29.82 19.18
273 26.28 30.15 19.18
274 26.28 30.79 9.51
275 26.6 31.11 9.83
276 26.6 30.47 17.57
277 26.28 29.82 19.18
278 26.92 30.47 15.64
279 26.92 30.15 7.25
280 26.92 30.47 13.38
281 26.92 30.79 17.57
282 26.92 30.47 7.9
283 26.92 30.79 13.06
284 27.24 30.47 14.03
285 27.24 31.11 7.25
286 27.89 30.79 9.51
287 27.89 31.44 7.9
288 27.89 32.08 8.87
289 28.21 32.08 15.32
290 28.21 32.4 15.32
291 28.21 32.08 7.25
292 27.89 32.08 6.93
293 28.21 31.76 14.35
294 28.21 31.44 13.06
295 28.53 31.76 19.51
296 28.53 31.44 13.06
297 28.53 31.76 14.99
298 28.53 31.76 5.96
299 28.53 31.44 11.45%
%
%2022-07-06 14:05:07.111338%
